time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,geom,location,address,state,country
2022-10-12T08:34:59.142Z,56.2102,-154.1732,6.6,4.5,ml,,,,0.54,ak,ak022d3h4vns,2022-10-12T08:57:38.040Z,"81 km S of Akhiok, Alaska",earthquake,,0.9,,,reviewed,ak,ak,"-154.1732,56.2102",,0,0,0
2022-10-12T08:32:21.717Z,38.1631,-117.8952,8.7,1.1,ml,14.0,157.47,0.056,0.1788,nn,nn00849073,2022-10-12T16:36:31.690Z,"31 km SE of Mina, Nevada",earthquake,,1.4,0.59,5.0,reviewed,nn,nn,"-117.8952,38.1631","Columbus Road, Esmeralda County, Nevada, United States","{'road': 'Columbus Road', 'county': 'Esmeralda County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
2022-10-12T08:31:50.900Z,18.1783333333333,-67.0415,23.43,2.69,md,17.0,70.0,,0.13,pr,pr71376433,2022-10-12T10:19:49.948Z,Mona Passage,earthquake,0.25,0.73,0.136655821860892,12.0,reviewed,pr,pr,"-67.0415,18.1783333333333","Carretera Mayagüez - Maricao, Montoso, Mayagüez, Puerto Rico, 00636, United States","{'road': 'Carretera Mayagüez - Maricao', 'suburb': 'Montoso', 'city_district': 'Montoso', 'city': 'Mayagüez', 'state': 'Puerto Rico', 'ISO3166-2-lvl4': 'US-PR', 'postcode': '00636', 'country': 'United States', 'country_code': 'us'}",Puerto Rico,United States
2022-10-12T08:28:20.880Z,34.461,-117.9591667,8.0,0.93,ml,15.0,53.0,0.01242,0.15,ci,ci40359616,2022-10-12T08:31:54.759Z,"7km SW of Pearblossom, CA",earthquake,0.3,0.52,0.253,23.0,automatic,ci,ci,"-117.9591667,34.461","9488, East Avenue Y 8, Los Angeles County, California, 93543, United States","{'house_number': '9488', 'road': 'East Avenue Y 8', 'county': 'Los Angeles County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '93543', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T08:23:43.484Z,61.4175,-149.9066,32.0,1.7,ml,,,,0.53,ak,ak022d3h2dwx,2022-10-12T08:25:40.059Z,Southern Alaska,earthquake,,0.1,,,automatic,ak,ak,"-149.9066,61.4175","Matanuska-Susitna, Alaska, United States","{'county': 'Matanuska-Susitna', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T08:14:51.140Z,38.8453333,-122.823,3.98,0.56,md,15.0,89.0,0.009317,0.08,nc,nc73792531,2022-10-12T21:39:48.922Z,"9km WNW of Cobb, CA",earthquake,0.59,31.61,0.141,2.0,reviewed,nc,nc,"-122.823,38.8453333","Black Oaks, Sonoma County, California, United States","{'hamlet': 'Black Oaks', 'county': 'Sonoma County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T08:00:25.400Z,17.9581666666667,-66.9836666666667,8.97,1.51,md,6.0,202.0,,0.07,pr,pr71376418,2022-10-12T08:20:10.100Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.57,0.94,,1.0,reviewed,pr,pr,"-66.9836666666667,17.9581666666667","Costa, Lajas, Puerto Rico, 00647, United States","{'city_district': 'Costa', 'town': 'Lajas', 'state': 'Puerto Rico', 'ISO3166-2-lvl4': 'US-PR', 'postcode': '00647', 'country': 'United States', 'country_code': 'us'}",Puerto Rico,United States
2022-10-12T07:44:17.130Z,44.7846667,-110.8111667,4.87,0.23,md,7.0,208.0,0.02825,0.05,uu,uu60520147,2022-10-12T15:20:53.390Z,Wyoming,earthquake,1.05,0.68,0.196,5.0,reviewed,uu,uu,"-110.8111667,44.7846667","Park County, Wyoming, United States","{'county': 'Park County', 'state': 'Wyoming', 'ISO3166-2-lvl4': 'US-WY', 'country': 'United States', 'country_code': 'us'}",Wyoming,United States
2022-10-12T07:38:58.670Z,38.769001,-122.7036667,-0.96,1.5,md,16.0,96.0,0.02949,0.19,nc,nc73792521,2022-10-12T08:35:17.198Z,"1km WSW of Anderson Springs, CA",earthquake,0.6,1.51,0.06,7.0,automatic,nc,nc,"-122.7036667,38.769001","11003, Hot Springs Road, Lake County, California, 95461, United States","{'house_number': '11003', 'road': 'Hot Springs Road', 'county': 'Lake County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '95461', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T07:32:50.101Z,-42.3558,172.1014,10.0,4.0,mwr,25.0,107.0,0.444,0.53,us,us6000isy5,2022-10-12T09:58:19.614Z,"75 km E of Greymouth, New Zealand",earthquake,1.97,1.997,0.086,13.0,reviewed,us,us,"172.1014,-42.3558","Buller District, West Coast, New Zealand / Aotearoa","{'county': 'Buller District', 'state': 'West Coast', 'ISO3166-2-lvl4': 'NZ-WTC', 'country': 'New Zealand / Aotearoa', 'country_code': 'nz'}",West Coast,New Zealand / Aotearoa
2022-10-12T07:26:37.596Z,57.9743,-154.5327,55.1,1.1,ml,,,,0.21,ak,ak022d3ghlhr,2022-10-12T07:28:16.544Z,"45 km N of Karluk, Alaska",earthquake,,0.9,,,automatic,ak,ak,"-154.5327,57.9743","Alaska, United States","{'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T07:26:10.465Z,63.6349,-152.2544,7.7,1.6,ml,,,,0.8,ak,ak022d3ghjee,2022-10-12T07:28:19.180Z,"27 km S of Lake Minchumina, Alaska",earthquake,,0.3,,,automatic,ak,ak,"-152.2544,63.6349","Denali, Alaska, United States","{'county': 'Denali', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T07:25:10.470Z,38.8348351,-122.81633,1.82,0.85,md,15.0,67.0,0.01242,0.01,nc,nc73792516,2022-10-12T07:26:44.043Z,"8km W of Cobb, CA",earthquake,0.25,0.69,,1.0,automatic,nc,nc,"-122.81633,38.8348351","Black Oaks, Sonoma County, California, United States","{'hamlet': 'Black Oaks', 'county': 'Sonoma County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T07:20:15.180Z,33.3091667,-116.36,10.95,0.87,ml,34.0,63.0,0.06294,0.25,ci,ci40359608,2022-10-12T07:23:52.598Z,"6km NNE of Borrego Springs, CA",earthquake,0.34,0.56,0.149,20.0,automatic,ci,ci,"-116.36,33.3091667","1057, Di Giorgio Road, Borrego Springs, San Diego County, California, 92004, United States","{'house_number': '1057', 'road': 'Di Giorgio Road', 'village': 'Borrego Springs', 'county': 'San Diego County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '92004', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T07:17:16.870Z,44.7826667,-110.8138333,4.53,0.61,md,12.0,100.0,0.02672,0.14,uu,uu60520137,2022-10-12T15:17:45.810Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.48,0.69,0.264,9.0,reviewed,uu,uu,"-110.8138333,44.7826667","Park County, Wyoming, United States","{'county': 'Park County', 'state': 'Wyoming', 'ISO3166-2-lvl4': 'US-WY', 'country': 'United States', 'country_code': 'us'}",Wyoming,United States
2022-10-12T07:14:11.163Z,64.8444,-147.3741,14.4,0.7,ml,,,,0.44,ak,ak022d3geyv0,2022-10-12T07:16:23.092Z,Central Alaska,earthquake,,0.4,,,automatic,ak,ak,"-147.3741,64.8444","Freeman Road, Fairbanks North Star, Alaska, United States","{'road': 'Freeman Road', 'county': 'Fairbanks North Star', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T07:09:38.440Z,38.7988319,-122.7511673,1.43,0.21,md,9.0,97.0,0.006913,0.02,nc,nc73792511,2022-10-12T07:11:14.750Z,"2km N of The Geysers, CA",earthquake,0.31,0.72,0.16,2.0,automatic,nc,nc,"-122.7511673,38.7988319","Cobb, Lake County, California, 96426, United States","{'town': 'Cobb', 'county': 'Lake County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '96426', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T07:07:57.690Z,38.8351669,-122.81633,1.77,0.85,md,11.0,71.0,0.01273,0.01,nc,nc73792506,2022-10-12T07:09:34.824Z,"8km W of Cobb, CA",earthquake,0.32,0.67,,1.0,automatic,nc,nc,"-122.81633,38.8351669","Black Oaks, Sonoma County, California, United States","{'hamlet': 'Black Oaks', 'county': 'Sonoma County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T06:55:36.140Z,34.0008333,-116.8358333,18.7,0.73,ml,13.0,77.0,0.04141,0.14,ci,ci40359592,2022-10-13T00:24:17.860Z,"9km NNE of Banning, CA",earthquake,0.41,0.73,0.257,21.0,reviewed,ci,ci,"-116.8358333,34.0008333","Potrero Road, Riverside County, California, United States","{'road': 'Potrero Road', 'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T06:38:11.860Z,17.9251666666667,-66.8561666666667,17.42,2.48,md,13.0,221.0,,0.12,pr,pr71376408,2022-10-12T07:51:42.850Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.57,0.43,0.0664472816809754,10.0,reviewed,pr,pr,"-66.8561666666667,17.9251666666667","Puerto Rico, United States","{'state': 'Puerto Rico', 'ISO3166-2-lvl4': 'US-PR', 'country': 'United States', 'country_code': 'us'}",Puerto Rico,United States
2022-10-12T06:35:35.298Z,63.2836,-151.3321,0.8,1.5,ml,,,,0.57,ak,ak022d3fy35l,2022-10-12T06:38:21.696Z,"34 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak,"-151.3321,63.2836","Denali, Alaska, United States","{'county': 'Denali', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T06:31:15.020Z,38.7851677,-122.7900009,9.05,0.46,md,6.0,218.0,0.01069,0.05,nc,nc73792501,2022-10-12T06:32:48.374Z,"3km WNW of The Geysers, CA",earthquake,3.07,6.74,0.39,2.0,automatic,nc,nc,"-122.7900009,38.7851677","Big Sulphur Creek Road, Sonoma County, California, United States","{'road': 'Big Sulphur Creek Road', 'county': 'Sonoma County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T06:24:01.470Z,38.1672,-117.8968,9.9,0.9,ml,15.0,158.65,0.057,0.135,nn,nn00849070,2022-10-12T17:16:51.613Z,"30 km SE of Mina, Nevada",earthquake,,1.3,0.45,4.0,reviewed,nn,nn,"-117.8968,38.1672","Columbus Road, Esmeralda County, Nevada, United States","{'road': 'Columbus Road', 'county': 'Esmeralda County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
2022-10-12T06:19:04.113Z,29.27307129,-97.45105699,2.885660807,2.4,ml,19.0,45.0,0.03285832179,0.3,tx,tx2022tzjj,2022-10-12T16:02:08.597Z,"17 km E of Smiley, Texas",earthquake,2.126454553,2.120673488,0.1,11.0,reviewed,tx,tx,"-97.45105699,29.27307129","Gonzales County, Texas, United States","{'county': 'Gonzales County', 'state': 'Texas', 'ISO3166-2-lvl4': 'US-TX', 'country': 'United States', 'country_code': 'us'}",Texas,United States
2022-10-12T06:09:28.470Z,44.792,-110.8106667,5.96,1.14,ml,15.0,102.0,0.0286,0.15,uu,uu60520132,2022-10-12T15:50:29.410Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.55,1.08,0.503,3.0,reviewed,uu,uu,"-110.8106667,44.792","Park County, Wyoming, United States","{'county': 'Park County', 'state': 'Wyoming', 'ISO3166-2-lvl4': 'US-WY', 'country': 'United States', 'country_code': 'us'}",Wyoming,United States
2022-10-12T06:09:16.930Z,36.7014999,-121.3393326,3.99,1.74,md,26.0,128.0,0.008286,0.1,nc,nc73792491,2022-10-12T06:49:14.572Z,"10km S of Tres Pinos, CA",earthquake,0.36,0.61,0.12,22.0,automatic,nc,nc,"-121.3393326,36.7014999","San Benito County, California, United States","{'county': 'San Benito County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T06:00:19.070Z,19.3446674346924,-155.204162597656,4.01999998092651,1.82000005,md,15.0,85.0,,0.140000001,hv,hv73175377,2022-10-12T06:03:28.970Z,"11 km SSE of Volcano, Hawaii",earthquake,0.43,1.97000003,0.779999971,3.0,automatic,hv,hv,"-155.204162597656,19.3446674346924","Hawaiʻi County, Hawaii, United States","{'county': 'Hawaiʻi County', 'state': 'Hawaii', 'ISO3166-2-lvl4': 'US-HI', 'country': 'United States', 'country_code': 'us'}",Hawaii,United States
2022-10-12T05:56:09.990Z,58.5698333333333,-154.871333333333,6.08,-0.05,ml,5.0,156.0,,0.13,av,av91074408,2022-10-12T23:21:00.790Z,"97 km S of Kokhanok, Alaska",earthquake,0.41,1.7,0.27470188509772,4.0,reviewed,av,av,"-154.871333333333,58.5698333333333","Lake and Peninsula, Alaska, United States","{'county': 'Lake and Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T05:54:41.954Z,63.3188,-145.3968,6.6,1.4,ml,,,,0.58,ak,ak022d3fgqnl,2022-10-12T05:57:02.903Z,"27 km NNE of Paxson, Alaska",earthquake,,0.3,,,automatic,ak,ak,"-145.3968,63.3188","Unorganized Borough, Alaska, United States","{'county': 'Unorganized Borough', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T05:50:56.140Z,58.1851666666667,-155.298666666667,0.92,-0.39,ml,6.0,97.0,,0.02,av,av91693946,2022-10-12T23:15:08.480Z,"84 km NW of Karluk, Alaska",earthquake,0.19,0.79,0.273040424655626,6.0,reviewed,av,av,"-155.298666666667,58.1851666666667","Kodiak Island, Alaska, United States","{'county': 'Kodiak Island', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T05:42:54.857Z,-23.4745,-179.7912,521.165,4.4,mb,39.0,101.0,4.828,0.98,us,us6000isxp,2022-10-12T06:04:14.040Z,south of the Fiji Islands,earthquake,13.55,9.188,0.052,106.0,reviewed,us,us,"-179.7912,-23.4745",,0,0,0
2022-10-12T05:34:15.623Z,31.64903413,-104.2388707,7.622631836000001,2.4,ml,31.0,56.0,0.03167727198,0.2,tx,tx2022tzhx,2022-10-12T19:30:08.435Z,western Texas,earthquake,0.7828377849,0.9301848567999998,0.0,7.0,reviewed,tx,tx,"-104.2388707,31.64903413","Culberson County, Texas, United States","{'county': 'Culberson County', 'state': 'Texas', 'ISO3166-2-lvl4': 'US-TX', 'country': 'United States', 'country_code': 'us'}",Texas,United States
2022-10-12T05:33:51.703Z,38.1437,-117.997,8.7,0.8,ml,13.0,139.23,0.03,0.1483,nn,nn00849069,2022-10-12T18:00:21.994Z,"29 km SSE of Mina, Nevada",earthquake,,1.3,0.17,4.0,reviewed,nn,nn,"-117.997,38.1437","Esmeralda County, Nevada, United States","{'county': 'Esmeralda County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
2022-10-12T05:32:18.560Z,34.0035,-116.9918333,13.81,1.16,ml,40.0,52.0,0.06241,0.21,ci,ci40359568,2022-10-13T00:25:31.830Z,"6km SE of Yucaipa, CA",earthquake,0.25,0.62,0.136,27.0,reviewed,ci,ci,"-116.9918333,34.0035","37201, View Drive, Yucaipa, Riverside County, California, 92399, United States","{'house_number': '37201', 'road': 'View Drive', 'town': 'Yucaipa', 'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '92399', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T05:24:41.010Z,60.4398333333333,-152.749,11.47,-0.94,ml,5.0,183.0,,0.06,av,av91074413,2022-10-12T23:23:22.980Z,"73 km NW of Ninilchik, Alaska",earthquake,0.79,0.51,0.305146550960505,5.0,reviewed,av,av,"-152.749,60.4398333333333","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T05:18:51.110Z,37.9666672,-122.057663,14.27,1.4,md,11.0,154.0,0.06856,0.05,nc,nc73792486,2022-10-12T06:24:10.416Z,"2km N of Pleasant Hill, CA",earthquake,0.58,0.9,0.06,7.0,automatic,nc,nc,"-122.057663,37.9666672","Senator Daniel E Boatwright Highway, Concord, Contra Costa County, California, 94523, United States","{'road': 'Senator Daniel E Boatwright Highway', 'city': 'Concord', 'county': 'Contra Costa County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94523', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T05:15:27.859Z,60.436,-152.7422,17.6,1.4,ml,,,,0.37,ak,ak022d3f8cnl,2022-10-12T23:11:25.620Z,"73 km NW of Ninilchik, Alaska",earthquake,,0.1,,,automatic,ak,ak,"-152.7422,60.436","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T05:15:08.779Z,61.0823,-152.1758,90.6,1.7,ml,,,,0.58,ak,ak022d3f8b5o,2022-10-12T09:16:23.978Z,"56 km W of Tyonek, Alaska",earthquake,,0.5,,,reviewed,ak,ak,"-152.1758,61.0823","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T05:02:25.510Z,34.45,-118.0255,11.16,0.55,ml,9.0,88.0,0.05793,0.12,ci,ci40359560,2022-10-12T05:05:55.521Z,"9km SSW of Littlerock, CA",earthquake,0.33,0.6,0.192,7.0,automatic,ci,ci,"-118.0255,34.45","Los Angeles County, CAL Fire Southern Region, California, United States","{'county': 'Los Angeles County', 'state_district': 'CAL Fire Southern Region', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T04:56:46.910Z,37.9523333,-122.5395,7.81,1.35,md,41.0,61.0,0.02515,0.09,nc,nc73792481,2022-10-12T22:14:11.211Z,"2km E of Kentfield, CA",earthquake,0.18,0.28,0.189,29.0,reviewed,nc,nc,"-122.5395,37.9523333","Anthony G Bacich Elementary School, Wolfe Grade, San Anselmo, Marin County, CAL Fire Northern Region, California, 94904, United States","{'amenity': 'Anthony G Bacich Elementary School', 'road': 'Wolfe Grade', 'town': 'San Anselmo', 'county': 'Marin County', 'state_district': 'CAL Fire Northern Region', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94904', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T04:56:24.345Z,26.7322,126.5154,120.268,4.6,mb,51.0,67.0,1.574,0.73,us,us6000isxf,2022-10-12T23:56:03.040Z,"Ryukyu Islands, Japan",earthquake,4.05,7.057,0.067,67.0,reviewed,us,us,"126.5154,26.7322",,0,0,0
2022-10-12T04:53:39.140Z,60.4311666666667,-152.77,10.97,-0.4,ml,7.0,158.0,,0.09,av,av91074403,2022-10-12T23:08:15.680Z,"74 km NW of Ninilchik, Alaska",earthquake,0.56,0.39,0.243271160941179,7.0,reviewed,av,av,"-152.77,60.4311666666667","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T04:51:11.070Z,41.7858333,-112.4558333,-0.41,0.9,md,17.0,84.0,0.1148,0.18,uu,uu60520127,2022-10-12T14:03:20.030Z,"1 km SW of Howell, Utah",earthquake,0.38,0.98,0.135,12.0,reviewed,uu,uu,"-112.4558333,41.7858333","18000 West Road, Howell, Box Elder County, Utah, 84316, United States","{'road': '18000 West Road', 'village': 'Howell', 'county': 'Box Elder County', 'state': 'Utah', 'ISO3166-2-lvl4': 'US-UT', 'postcode': '84316', 'country': 'United States', 'country_code': 'us'}",Utah,United States
2022-10-12T04:49:07.690Z,60.4336666666667,-152.761333333333,11.03,-0.94,ml,6.0,174.0,,0.09,av,av91074398,2022-10-12T23:05:28.950Z,"74 km NW of Ninilchik, Alaska",earthquake,0.88,0.59,0.207153583429126,6.0,reviewed,av,av,"-152.761333333333,60.4336666666667","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T04:44:54.680Z,60.4356666666667,-152.762666666667,10.93,-0.24,ml,7.0,168.0,,0.09,av,av91074393,2022-10-12T23:01:06.770Z,"74 km NW of Ninilchik, Alaska",earthquake,0.59,0.47,0.188074651040345,7.0,reviewed,av,av,"-152.762666666667,60.4356666666667","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T04:43:29.341Z,58.3549,-133.4138,0.0,2.0,ml,,,,0.6,ak,ak022d3esx7q,2022-10-12T04:45:20.690Z,Southeastern Alaska,earthquake,,0.6,,,automatic,ak,ak,"-133.4138,58.3549","Stikine Region, British Columbia, Canada","{'county': 'Stikine Region', 'state': 'British Columbia', 'ISO3166-2-lvl4': 'CA-BC', 'country': 'Canada', 'country_code': 'ca'}",British Columbia,Canada
2022-10-12T04:38:12.850Z,35.8981667,-117.7573333,7.61,0.56,ml,7.0,103.0,0.0708,0.15,ci,ci40359552,2022-10-12T04:41:42.361Z,"14km ESE of Little Lake, CA",earthquake,0.63,1.37,0.114,5.0,automatic,ci,ci,"-117.7573333,35.8981667","CAL Fire San Bernardino Unit, California, United States","{'county': 'CAL Fire San Bernardino Unit', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T04:31:43.590Z,18.012,-66.8385,15.25,2.23,md,16.0,138.0,,0.08,pr,pr71376388,2022-10-12T05:15:19.400Z,"2 km SSE of Yauco, Puerto Rico",earthquake,0.36,0.33,0.153397891674527,10.0,reviewed,pr,pr,"-66.8385,18.012","Carretera 335, Barina, Yauco, Puerto Rico, 00768, United States","{'road': 'Carretera 335', 'suburb': 'Barina', 'city_district': 'Barina', 'town': 'Yauco', 'state': 'Puerto Rico', 'ISO3166-2-lvl4': 'US-PR', 'postcode': '00768', 'country': 'United States', 'country_code': 'us'}",Puerto Rico,United States
2022-10-12T04:15:13.710Z,65.0031,-151.2243,16.7,1.1,ml,,,,0.76,ak,ak022d3emvyj,2022-10-12T04:17:20.370Z,"27 km W of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak,"-151.2243,65.0031","Unorganized Borough, Alaska, United States","{'county': 'Unorganized Borough', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-12T04:13:37.740Z,38.0553333,-118.9731667,6.54,1.44,md,31.0,73.0,0.2947,0.16,nc,nc73792471,2022-10-12T16:17:52.189Z,"17km NE of Lee Vining, CA",earthquake,0.31,3.84,0.311,24.0,reviewed,nc,nc,"-118.9731667,38.0553333","Mono County, California, United States","{'county': 'Mono County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T04:10:54.720Z,41.7965,-112.4448333,2.6,0.67,md,6.0,127.0,0.1257,0.12,uu,uu60520122,2022-10-12T15:46:20.480Z,"0 km NW of Howell, Utah",earthquake,0.51,6.3,0.088,5.0,reviewed,uu,uu,"-112.4448333,41.7965","17600, West Blue Creek Drive, Howell, Box Elder County, Utah, 84316, United States","{'house_number': '17600', 'road': 'West Blue Creek Drive', 'village': 'Howell', 'county': 'Box Elder County', 'state': 'Utah', 'ISO3166-2-lvl4': 'US-UT', 'postcode': '84316', 'country': 'United States', 'country_code': 'us'}",Utah,United States
2022-10-12T04:10:33.650Z,41.7763333,-112.4631667,3.33,0.79,md,11.0,88.0,0.1055,0.15,uu,uu60520117,2022-10-12T15:43:13.220Z,"2 km SW of Howell, Utah",earthquake,0.45,3.14,0.128,8.0,reviewed,uu,uu,"-112.4631667,41.7763333","14901, North 18400 West Street, Howell, Box Elder County, Utah, 84316, United States","{'house_number': '14901', 'road': 'North 18400 West Street', 'village': 'Howell', 'county': 'Box Elder County', 'state': 'Utah', 'ISO3166-2-lvl4': 'US-UT', 'postcode': '84316', 'country': 'United States', 'country_code': 'us'}",Utah,United States
2022-10-12T04:08:31.440Z,38.1631667,-112.3408333,1.33,2.02,ml,22.0,79.0,0.1732,0.3,uu,uu60520112,2022-10-12T13:57:38.630Z,"6 km W of Circleville, Utah",earthquake,0.58,3.85,0.154,14.0,reviewed,uu,uu,"-112.3408333,38.1631667","Piute County, Utah, United States","{'county': 'Piute County', 'state': 'Utah', 'ISO3166-2-lvl4': 'US-UT', 'country': 'United States', 'country_code': 'us'}",Utah,United States
2022-10-12T04:06:37.580Z,45.401,-121.6405,5.3,0.24,ml,6.0,211.0,0.04167,0.36,uw,uw61878417,2022-10-12T18:13:00.230Z,Washington-Oregon border region,earthquake,1.54,2.48,0.1359746487201757,3.0,reviewed,uw,uw,"-121.6405,45.401","Tilly Jane Ski Trail #643, Hood River County, Oregon, United States","{'road': 'Tilly Jane Ski Trail #643', 'county': 'Hood River County', 'state': 'Oregon', 'ISO3166-2-lvl4': 'US-OR', 'country': 'United States', 'country_code': 'us'}",Oregon,United States
2022-10-12T04:06:03.450Z,33.4833333,-116.4081667,9.37,0.68,ml,16.0,87.0,0.1265,0.16,ci,ci40359544,2022-10-12T04:09:39.068Z,"22km SSW of La Quinta, CA",earthquake,0.4,1.33,0.105,16.0,automatic,ci,ci,"-116.4081667,33.4833333","Riverside County, California, United States","{'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-12T04:03:22.360Z,33.4803333,-116.4193333,9.07,1.23,ml,46.0,63.0,0.04328,0.23,ci,ci40359536,2022-10-12T04:14:28.460Z,"23km SSW of La Quinta, CA",earthquake,0.26,0.6,0.151,26.0,automatic,ci,ci,"-116.4193333,33.4803333","Riverside County, California, United States","{'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
